latitude,longitude,district,district,neighborhood,neighborhood
36.7318909,-4.3554833,Este,ESTE,Pinares de San Antón,MIRAFLORES ALTO               
36.7230571,-4.4306824,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.7303071,-4.4414708,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,MIRAFLORES DE LOS ANGELES     
36.7258032,-4.4343244,Bailén - Miraflores,BAILEN-MIRAFLORES,Los Castillejos - La Trinidad,LA TRINIDAD                   
36.7013905,-4.4424913,Carretera de Cádiz,CARRETERA DE CADIZ,Girón - Las Delicias - Pacífico,25 AÑOS DE PAZ                
36.7276328,-4.4510896,Bailén - Miraflores,BAILEN-MIRAFLORES,San Alberto - La Alcubilla - Florisol,GRANJA SUAREZ                 
36.7568784,-4.4234882,Ciudad Jardín,CIUDAD JARDIN ,Huerta Nueva - Jardín de Málaga,SAN JOSE                      
36.7266594,-4.4187643,Centro,CENTRO,El Ejido,EL EJIDO                      
36.7087675,-4.443581,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,LA UNION                      
36.6907551,-4.4509929,Carretera de Cádiz,CARRETERA DE CADIZ,Puerta Blanca - Almudena,PUERTA BLANCA                 
36.735826,-4.4912582,Puerto de la Torre,PUERTO DE LA TORRE,Puertosol - Santa Isabel,CAÑAVERAL                     
36.7305245,-4.3608396,Este,ESTE,Pinares de San Antón,PINARES DE SAN ANTÓN
36.7116003,-4.441482,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,SANTA MARTA                   
36.7410966,-4.4186006,Ciudad Jardín,CIUDAD JARDIN ,Mangas Verdes - Las Flores,MANGAS VERDES                 
36.7100988,-4.4481482,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,SAN RAFAEL                    
36.7026248,-4.4469782,Carretera de Cádiz,CARRETERA DE CADIZ,Nuevo San Andrés - Dos Hermanas,DOS HERMANAS
36.7224352,-4.4366984,Bailén - Miraflores,BAILEN-MIRAFLORES,Los Castillejos - La Trinidad,GAMARRA                       
36.7164253,-4.4253246,Centro,CENTRO,Centro Histórico,ENSANCHE CENTRO               
36.7362309,-4.4319755,Martiricos - La Roca,PALMA-PALMILLA,Palma - Palmilla,720 VIVIENDAS
36.7269407,-4.4104278,Centro,CENTRO,Gibralfaro,BARCENILLAS                   
36.7181453,-4.4301027,Centro,CENTRO,Perchel norte,MARMOLES                      
36.7420516,-4.4889985,Puerto de la Torre,PUERTO DE LA TORRE,Puertosol - Santa Isabel,CAÑAVERAL                     
36.7319075,-4.421977,Centro,CENTRO,El Molinillo - Capuchinos,SEGALERVA                     
36.7197493,-4.4228167,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.73697,-4.39279,Este,ESTE,Limonar,COLINAS DEL LIMONAR           
36.7227419,-4.3966915,Este,ESTE,Limonar,BELLAVISTA                    
36.73697,-4.39279,Este,ESTE,Limonar,COLINAS DEL LIMONAR           
36.7227419,-4.3966915,Este,ESTE,Limonar,BELLAVISTA                    
36.73697,-4.39279,Este,ESTE,Limonar,COLINAS DEL LIMONAR           
36.7283529,-4.4486894,Bailén - Miraflores,BAILEN-MIRAFLORES,San Alberto - La Alcubilla - Florisol,TEJAR DE SALYT                
36.7263464,-4.3729994,Este,ESTE,Pedregalejo - Morlaco,VALLE DE LOS GALANES          
36.7263464,-4.3729994,Este,ESTE,Pedregalejo - Morlaco,VALLE DE LOS GALANES          
36.7397961,-4.432633,Martiricos - La Roca,PALMA-PALMILLA,Palma - Palmilla,LA PALMA                      
36.7354242,-4.4786693,Puerto de la Torre,PUERTO DE LA TORRE,Fuente Alegre - El Chaparral - Los Morales,LOS TOMILLARES                
36.7236542,-4.428724,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.7216968,-4.4319867,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.7507598,-4.4180996,Ciudad Jardín,CIUDAD JARDIN ,Huerta Nueva - Jardín de Málaga,JARDIN DE MALAGA              
36.7387721,-4.4316692,Martiricos - La Roca,PALMA-PALMILLA,Palma - Palmilla,LA PALMA                      
36.7287205,-4.4413171,Bailén - Miraflores,BAILEN-MIRAFLORES,Suárez,PARQUE VICTORIA EUGENIA       
36.7235277,-4.4326713,Centro,BAILEN-MIRAFLORES,La Trinidad,LA TRINIDAD                   
36.7293452,-4.4519246,Bailén - Miraflores,BAILEN-MIRAFLORES,San Alberto - La Alcubilla - Florisol,GRANJA SUAREZ                 
36.71757,-4.4206799,Centro,CENTRO,Ensanche Centro - Soho,ENSANCHE CENTRO               
36.7275369,-4.4195795,Centro,CENTRO,El Ejido,EL EJIDO                      
36.7354242,-4.4786693,Puerto de la Torre,PUERTO DE LA TORRE,Fuente Alegre - El Chaparral - Los Morales,LOS TOMILLARES                
36.742019,-4.4153685,Ciudad Jardín,CIUDAD JARDIN ,Mangas Verdes - Las Flores,MONTE DORADO                  
36.7354242,-4.4786693,Puerto de la Torre,PUERTO DE LA TORRE,Fuente Alegre - El Chaparral - Los Morales,LOS TOMILLARES                
36.7216049,-4.4303465,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.7027776,-4.4465796,Carretera de Cádiz,CARRETERA DE CADIZ,Nuevo San Andrés - Dos Hermanas,DOS HERMANAS
36.703154,-4.4524984,Carretera de Cádiz,CRUZ DE HUMILLADERO,Nuevo San Andrés - Dos Hermanas,EL DUENDE                     
36.7296231,-4.44055,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,PARQUE VICTORIA EUGENIA       
36.6981104,-4.4466799,Carretera de Cádiz,CARRETERA DE CADIZ,Girón - Las Delicias - Pacífico,HAZA ONDA                     
36.7030669,-4.4432575,Carretera de Cádiz,CARRETERA DE CADIZ,Girón - Las Delicias - Pacífico,REGIO                         
36.6981104,-4.4466799,Carretera de Cádiz,CARRETERA DE CADIZ,Girón - Las Delicias - Pacífico,HAZA ONDA                     
36.6981405,-4.4553678,Carretera de Cádiz,CARRETERA DE CADIZ,La Luz,LA LUZ                        
36.6981104,-4.4466799,Carretera de Cádiz,CARRETERA DE CADIZ,Girón - Las Delicias - Pacífico,HAZA ONDA                     
36.6920746,-4.4541448,Carretera de Cádiz,CARRETERA DE CADIZ,Puerta Blanca - Almudena,PUERTA BLANCA                 
36.7300493,-4.4110704,Centro,CENTRO,Conde de Ureña,CONDE DE UREÑA                
36.7314724,-4.4256383,Martiricos - La Roca,CIUDAD JARDIN ,Martiricos - La Roca,CIUDAD JARDÍN
36.6832142,-4.4467485,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,IND LA TERMICA                
36.6656775,-4.4610495,Churriana,CHURRIANA,Guadalmar,GUADALMAR                     
36.6832142,-4.4467485,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,IND LA TERMICA                
36.73669,-4.39297,Este,ESTE,Limonar,COLINAS DEL LIMONAR           
36.6832142,-4.4467485,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,IND LA TERMICA                
36.7308294,-4.4231909,Centro,CENTRO,El Molinillo - Capuchinos,SEGALERVA                     
36.6898584,-4.4502775,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,LOS GUINDOS                   
36.7291483,-4.4235681,Centro,CENTRO,El Molinillo - Capuchinos,EL MOLINILLO                  
36.691944,-4.4527812,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,POL IND LOS GUINDOS           
36.7244581,-4.3669622,Este,ESTE,Pedregalejo - Morlaco,PEDREGALEJO                   
36.7245752,-4.3961053,Este,ESTE,Limonar,MIRAMAR                       
36.7244581,-4.3669622,Este,ESTE,Pedregalejo - Morlaco,PEDREGALEJO                   
36.7244581,-4.3669622,Este,ESTE,Pedregalejo - Morlaco,PEDREGALEJO                   
36.7284076,-4.4090892,Centro,CENTRO,Conde de Ureña,CONDE DE UREÑA                
36.6923838,-4.4542591,Carretera de Cádiz,CARRETERA DE CADIZ,Puerta Blanca - Almudena,POL IND LOS GUINDOS           
36.7109023,-4.4395714,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,LA UNION                      
36.7209882,-4.4203987,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7190678,-4.4252993,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7196942,-4.4061334,Este,CENTRO,Malagueta - Monte Sancha,LA CALETA                     
36.7759936,-4.4811153,Puerto de la Torre,PUERTO DE LA TORRE,El Cortijuelo,DISEMINADO DM P DE LA TORRE
36.7386758,-4.4311492,Martiricos - La Roca,PALMA-PALMILLA,Palma - Palmilla,LA PALMA                      
36.7181573,-4.4194739,Centro,CENTRO,Centro Histórico,ENSANCHE CENTRO               
36.7251307,-4.4225473,Centro,CENTRO,El Ejido,LA GOLETA                     
36.7280863,-4.4229676,Centro,CENTRO,El Ejido,EL MOLINILLO                  
36.7002993,-4.4406763,Carretera de Cádiz,CARRETERA DE CADIZ,Girón - Las Delicias - Pacífico,25 AÑOS DE PAZ                
36.722049,-4.4032754,Este,CENTRO,Malagueta - Monte Sancha,MONTE SANCHA                  
36.7503072,-4.4171728,Ciudad Jardín,CIUDAD JARDIN ,Huerta Nueva - Jardín de Málaga,JARDIN DE MALAGA              
36.7313308,-4.4424394,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,NUESTRA SEÑORA DE FATIMA      
36.7319834,-4.4195782,Centro,CENTRO,Olletas - Sierra Blanquilla,SAN MIGUEL                    
36.720443,-4.4281405,Centro,CENTRO,Perchel norte,PERCHEL NORTE                 
36.7107354,-4.460576,Teatinos,TEATINOS-UNIVERSIDAD,Cortijo Alto,CORTIJO ALTO
36.7319834,-4.4195782,Centro,CENTRO,Olletas - Sierra Blanquilla,SAN MIGUEL                    
36.7288967,-4.4143287,Centro,CENTRO,Cristo de la Epidemia,CRISTO DE LA EPIDEMIA         
36.7319834,-4.4195782,Centro,CENTRO,Olletas - Sierra Blanquilla,SAN MIGUEL                    
36.7024103,-4.4418971,Carretera de Cádiz,CARRETERA DE CADIZ,Girón - Las Delicias - Pacífico,ALASKA                        
36.7154677,-4.4391604000000005,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,POL ALAMEDA                   
36.7361803,-4.4886473,Puerto de la Torre,PUERTO DE LA TORRE,Puertosol - Santa Isabel,CAÑAVERAL                     
36.7303553,-4.4268255,Martiricos - La Roca,PALMA-PALMILLA,Martiricos - La Roca,MARTIRICOS                    
36.7101969,-4.4492329,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,SAN RAFAEL                    
36.7307433,-4.4191574,Centro,CENTRO,El Molinillo - Capuchinos,CAPUCHINOS                    
36.7038295,-4.4468019,Carretera de Cádiz,CARRETERA DE CADIZ,Nuevo San Andrés - Dos Hermanas,DOS HERMANAS
36.726262,-4.4168379,Centro,CENTRO,El Ejido,EL EJIDO                      
36.7361803,-4.4886473,Puerto de la Torre,PUERTO DE LA TORRE,Puertosol - Santa Isabel,CAÑAVERAL                     
36.7145565,-4.4491277,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,POL CTRA DE CARTAMA           
36.726811,-4.402488,Este,ESTE,Limonar,LA VAGUADA                    
36.7299537,-4.4110862,Centro,CENTRO,Conde de Ureña,CONDE DE UREÑA                
36.7269923,-4.3542836,Este,ESTE,El Palo,MIRAFLORES DEL PALO           
36.7253353,-4.4305869,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.7218619,-4.4350825,Bailén - Miraflores,BAILEN-MIRAFLORES,Los Castillejos - La Trinidad,LA TRINIDAD                   
36.7309539,-4.4499464,Bailén - Miraflores,BAILEN-MIRAFLORES,San Alberto - La Alcubilla - Florisol,CARLINDA                      
36.7291415,-4.4398023,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,PARQUE VICTORIA EUGENIA       
36.7361803,-4.4886473,Puerto de la Torre,PUERTO DE LA TORRE,Puertosol - Santa Isabel,CAÑAVERAL                     
36.7170774,-4.4368898,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,POL ALAMEDA                   
36.736057,-4.4213079,Ciudad Jardín,CIUDAD JARDIN ,Mangas Verdes - Las Flores,LAS FLORES                    
36.7157384,-4.4137199,Este,CENTRO,Malagueta - Monte Sancha,PUERTO
36.727731,-4.4122951,Centro,CENTRO,La Victoria,CONDE DE UREÑA                
36.6965761,-4.4456045,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,PARQUE MEDITERRANEO           
36.7317013,-4.4414094,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,NUESTRA SEÑORA DE FATIMA      
36.7155582,-4.4478100000000005,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,CARRANQUE                     
36.7265224,-4.4017004,Este,ESTE,Limonar,LAS PALMERAS                  
36.7292419,-4.3884968,Este,ESTE,Cerrado de Calderón - Hacienda Paredes,HACIENDA CLAVERO              
36.7030241,-4.4426298,Carretera de Cádiz,CARRETERA DE CADIZ,El Torcal,REGIO                         
36.7030241,-4.4426298,Carretera de Cádiz,CARRETERA DE CADIZ,El Torcal,REGIO                         
36.7030241,-4.4426298,Carretera de Cádiz,CARRETERA DE CADIZ,El Torcal,REGIO                         
36.7274522,-4.4683991,Teatinos,TEATINOS-UNIVERSIDAD,El Tejar - Hacienda Bizcochero,LOS MOLINOS                   
36.7266321,-4.3631612,Este,ESTE,El Palo,SAN ISIDRO                    
36.7269902,-4.4166682,Centro,CENTRO,La Merced,EL EJIDO                      
36.7217127,-4.4017047,Este,CENTRO,Malagueta - Monte Sancha,MONTE SANCHA                  
36.7448125,-4.482321,Puerto de la Torre,PUERTO DE LA TORRE,Fuente Alegre - El Chaparral - Los Morales,FUENTE ALEGRE                 
36.6956612,-4.4493182,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,SIXTO                         
36.7484511,-4.4225961,Ciudad Jardín,CIUDAD JARDIN ,Ciudad Jardín,CIUDAD JARDÍN
36.7295065,-4.4376725,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,PARQUE VICTORIA EUGENIA       
36.7307431,-4.4145035,Centro,CENTRO,Cristo de la Epidemia,CRISTO DE LA EPIDEMIA         
36.725712,-4.4151771,Centro,CENTRO,La Victoria,LA VICTORIA                   
36.7198144,-4.4604076,Teatinos,TEATINOS-UNIVERSIDAD,El Tejar - Hacienda Bizcochero,TEATINOS                      
36.7354812,-4.4185273,Centro,CIUDAD JARDIN ,Olletas - Sierra Blanquilla,LAS FLORES                    
36.7121003,-4.4364877,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,LOS TILOS                     
36.7280426,-4.4217311,Centro,CENTRO,El Ejido,CAPUCHINOS                    
36.7263696,-4.4194944,Centro,CENTRO,El Ejido,EL EJIDO                      
36.7149546,-4.4252864,Centro,CENTRO,Ensanche Centro - Soho,ENSANCHE CENTRO               
36.7263696,-4.4194944,Centro,CENTRO,El Ejido,EL EJIDO                      
36.7277263,-4.4215281,Centro,CENTRO,El Molinillo - Capuchinos,CAPUCHINOS                    
36.693766,-4.4501404,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,LA PAZ                        
36.7337738,-4.4210542,Centro,CENTRO,Olletas - Sierra Blanquilla,SAN MIGUEL                    
36.724779,-4.4205244,Centro,CENTRO,La Goleta - San Felipe Neri,LA MERCED                     
36.7008782,-4.4380716,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,TORRES DE LA SERNA            
36.7292665,-4.3892295,Este,ESTE,Parque Clavero,HACIENDA CLAVERO              
36.7304577,-4.4224675,Centro,CENTRO,El Molinillo - Capuchinos,CAPUCHINOS                    
36.7366,-4.39412,Este,ESTE,Limonar,COLINAS DEL LIMONAR           
36.7299373,-4.4355856,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,VICTORIA EUGENIA              
36.740884,-4.4215669,Ciudad Jardín,CIUDAD JARDIN ,Ciudad Jardín,CIUDAD JARDÍN
36.6642261,-4.4564773,Churriana,CHURRIANA,Guadalmar,GUADALMAR                     
36.7172863,-4.4123013,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.7279312,-4.4095092,Centro,CENTRO,Gibralfaro,CONDE DE UREÑA                
36.7403162,-4.4154546,Ciudad Jardín,CIUDAD JARDIN ,Mangas Verdes - Las Flores,MONTE DORADO                  
36.7583497,-4.4951962,Puerto de la Torre,PUERTO DE LA TORRE,El Cortijuelo,EL CORTIJUELO JUNTA CAMINOS
36.7173547,-4.4397024,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,POL ALAMEDA                   
36.7267418,-4.3567694,Este,ESTE,El Palo,MIRAFLORES DEL PALO           
36.7173819,-4.4230013,Centro,CENTRO,Ensanche Centro - Soho,ENSANCHE CENTRO               
36.7094769,-4.4315033,Centro,CARRETERA DE CADIZ,Perchel sur - El Bulto,PARQUE AYALA                  
36.7144356,-4.423252,Centro,CENTRO,Ensanche Centro - Soho,ENSANCHE CENTRO               
36.7300217,-4.3757853,Este,ESTE,Cerrado de Calderón - Hacienda Paredes,HACIENDA PAREDES              
36.6918312,-4.4413107,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,SAN ANDRES                    
36.7269525,-4.3914824,Este,ESTE,Parque Clavero,PARQUE CLAVERO                
36.7398652,-4.4217684,Ciudad Jardín,CIUDAD JARDIN ,Ciudad Jardín,CIUDAD JARDÍN
36.7220147,-4.4196267,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7173709,-4.4290318,Centro,CENTRO,Perchel sur - El Bulto,PERCHEL NORTE                 
36.7276952,-4.439355,Bailén - Miraflores,BAILEN-MIRAFLORES,Suárez,SUAREZ                        
36.7286128,-4.4125372,Centro,CENTRO,Conde de Ureña,CRISTO DE LA EPIDEMIA         
36.7249836,-4.4324794,Bailén - Miraflores,BAILEN-MIRAFLORES,Los Castillejos - La Trinidad,LA TRINIDAD                   
36.730423,-4.4422182,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,MIRAFLORES DE LOS ANGELES     
36.7337329,-4.4217574,Centro,CENTRO,El Molinillo - Capuchinos,SAN MIGUEL                    
36.7229021,-4.4633513,Teatinos,TEATINOS-UNIVERSIDAD,El Tejar - Hacienda Bizcochero,LAS MORILLAS
36.7124819,-4.4294895,Centro,CENTRO,Perchel sur - El Bulto,PERCHEL SUR                   
36.7361194,-4.487137,Puerto de la Torre,PUERTO DE LA TORRE,Puertosol - Santa Isabel,CAÑAVERAL                     
36.7307271,-4.3792321,Este,ESTE,Cerrado de Calderón - Hacienda Paredes,CERRADO DE CALDERON           
36.7214747,-4.4302728,Centro,CENTRO,Perchel norte,MARMOLES                      
36.7202186,-4.4223244,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7227008,-4.4314466,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.724211,-4.4177122,Centro,CENTRO,Centro Histórico,LA MERCED                     
36.7296432,-4.4156045,Centro,CENTRO,Cristo de la Epidemia,CRISTO DE LA EPIDEMIA         
36.7264046,-4.4251835,Centro,CENTRO,La Trinidad,LA GOLETA                     
36.7137462,-4.4297598,Centro,CENTRO,Perchel sur - El Bulto,PERCHEL SUR                   
36.714396,-4.4251783,Centro,CENTRO,Ensanche Centro - Soho,ENSANCHE CENTRO               
36.7367986,-4.4908761,Puerto de la Torre,PUERTO DE LA TORRE,Puertosol - Santa Isabel,CAÑAVERAL                     
36.7231429,-4.4047734,Este,CENTRO,Malagueta - Monte Sancha,MONTE SANCHA                  
36.6841651,-4.4515037,Carretera de Cádiz,CARRETERA DE CADIZ,Puerta Blanca - Almudena,FINCA EL PATO                 
36.7107638,-4.4307721,Centro,CARRETERA DE CADIZ,Perchel sur - El Bulto,PARQUE AYALA                  
36.7152894,-4.4124919,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.7132555,-4.422526,Centro,CENTRO,Ensanche Centro - Soho,PUERTO
36.7092993,-4.4898944,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,SAN JOSE DEL VISO             
36.7236365,-4.4331265,Centro,BAILEN-MIRAFLORES,La Trinidad,LA TRINIDAD                   
36.7240868,-4.4827926,Teatinos,TEATINOS-UNIVERSIDAD,El Consul - El Romeral,CAÑADA DE LOS CARDOS          
36.7208929,-4.441973,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,ARROYO DEL CUARTO             
36.70855,-4.432787,Centro,CARRETERA DE CADIZ,Perchel sur - El Bulto,PARQUE AYALA                  
36.70594,-4.4363898,Carretera de Cádiz,CARRETERA DE CADIZ,La Princesa,JARDIN DE LA ABADIA           
36.7238007,-4.4208605,Centro,CENTRO,La Goleta - San Felipe Neri,CENTRO HISTORICO              
36.719443,-4.4387734,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,ARROYO DEL CUARTO             
