latitude,longitude,district,district,neighborhood,neighborhood
36.5029924,-4.9634813,Nueva Andalucía,,Las Brisas,
36.7446374,-4.0862702,Paseo Marítimo de Levante,,,
36.723796,-4.415712,Centro,CENTRO,La Victoria,LA VICTORIA                   
36.4838524,-4.9638717,Nueva Andalucía,,Puerto Banús,
36.5176258,-4.9769999,Nueva Andalucía,,Los Naranjos,
36.7253133,-4.2458419,Añoreta Golf - Paraíso del Sol,,,
36.6913103,-4.441379,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,SAN ANDRES                    
36.7364537,-4.0981597,Poniente-Faro,,,
36.5242327,-4.9079272,Nagüeles-Milla de Oro,,Sierra Blanca,
36.5662685,-4.6008456,Las Gaviotas,,,
36.4652892,-5.0821726,Selwo,,La Concha-Resina Golf,
36.5636917,-4.6147537,Los Pacos,,,
36.5979809,-4.5710405,Benalmádena Pueblo,,Rancho Domingo - La Hacienda,
36.5616404,-4.6065856,Las Gaviotas,,,
36.5843789,-4.5618422,Torremuelle,,,
36.57707,-4.5995,El Higuerón,,,
36.5222252,-4.9182384,Nagüeles-Milla de Oro,,Sierra Blanca,
36.5083381,-4.7881659,Elviria-Cabopino,,Santa María,
36.5053763,-4.8353727,Rio Real-Los Monteros,,Bahía de Marbella,
36.5162511,-4.9157469,Nagüeles-Milla de Oro,,Sierra Blanca,
36.7260609,-4.4274285,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.7136562,-4.2754161,Playa del Rincón,,,
36.50904,-4.8852526,Marbella Pueblo,,Playa Bajadilla-Puertos,
36.4995747,-4.9503405,Nueva Andalucía,,La Dama de Noche-La Alzambra,
36.5988928,-4.5173446,Solymar - Puerto Marina,,,
36.7309966,-4.4248661,Martiricos - La Roca,CIUDAD JARDIN ,Martiricos - La Roca,CIUDAD JARDÍN
36.6411294,-4.4852275,Playamar,,Los Álamos,
36.5067821,-4.9773554,Nueva Andalucía,,Los Naranjos,
36.5221717,-4.9182643,Nagüeles-Milla de Oro,,Sierra Blanca,
36.6332764,-4.4929931,Playamar,,Playamar - Benyamina,
36.503001,-4.9239619,Nagüeles-Milla de Oro,,Puente Romano,
36.506774,-4.9790278,Nueva Andalucía,,Los Naranjos,
36.4073063,-5.1879119,Costa Natura,,Guadalobón,
36.5213207,-4.9694124,Nueva Andalucía,,Los Naranjos,
36.528133,-4.628914,Zona Sohail,,,
36.4639279,-5.0707387,Selwo,,La Concha-Resina Golf,
36.5197685,-5.0081172,Los Arqueros-Puerto del Almendro,,,
36.6485386,-4.6264614,Buenavista-Lauro Golf,,,
36.5245805,-4.9078758,Nagüeles-Milla de Oro,,Sierra Blanca,
36.5208308,-4.9181364,Nagüeles-Milla de Oro,,Sierra Blanca,
36.5212137,-4.9182495,Nagüeles-Milla de Oro,,Sierra Blanca,
36.7379527,-4.0955844,Centro,,,
36.5440148,-4.8619779,Palo Alto,,,
36.5081012,-4.9145374,Nagüeles-Milla de Oro,,La Carolina-Guadalpín,
36.4819764,-4.9726595,Nueva Andalucía,,Puerto Banús,
36.4940482,-5.0263509,La Alquería,,,
36.5225006,-4.9771391,Nueva Andalucía,,Los Naranjos,
36.7420261,-4.0895181,Paseo Marítimo de Levante,,,
36.5120986,-4.8182591,Las Chapas-El Rosario,,Santa Clara,
36.4991286,-4.9521429,Nueva Andalucía,,La Dama de Noche-La Alzambra,
36.7402124,-4.0941924,Poniente-Faro,,,
36.5173426,-4.9113996,Nagüeles-Milla de Oro,,Sierra Blanca,
36.4941856,-4.7489751,Elviria-Cabopino,,Reserva de Marbella,
36.685717,-4.4459128,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,TORRE DEL RIO                 
36.5225006,-4.9771391,Nueva Andalucía,,Los Naranjos,
36.4691969,-5.0017749,San Pedro de Alcántara,,Guadalmina Baja,
36.744005,-4.0918681,Paseo Marítimo de Levante,,,
36.5121777,-4.8479113,Rio Real-Los Monteros,,Rio Real,
36.7420261,-4.0895181,Paseo Marítimo de Levante,,,
36.7155511,-4.4223478,Centro,CENTRO,Ensanche Centro - Soho,ENSANCHE CENTRO               
36.7294002,-4.4621336,Puerto de la Torre,PUERTO DE LA TORRE,El Atabal,HACIENDA CABELLO              
36.5071927,-4.8880569,Marbella Pueblo,,Playa Bajadilla-Puertos,
36.5073248,-4.9523754,Nueva Andalucía,,La Dama de Noche-La Alzambra,
36.5057291,-4.831958,Rio Real-Los Monteros,,Bahía de Marbella,
36.3260969,-5.2477648,Chullera,,,
36.46515,-5.0166081,Benamara - Atalaya,,Atalaya-Isdabe,
36.4955329,-4.9585455,Nueva Andalucía,,La Dama de Noche-La Alzambra,
36.5005599,-4.8052015,Las Chapas-El Rosario,,Costabella,
36.5090694,-4.7122295,Riviera del Sol,,Riviera del Sol,
36.7383353,-4.0979202,Poniente-Faro,,,
36.5208025,-4.9169545,Nagüeles-Milla de Oro,,Sierra Blanca,
36.6863515,-4.4471699,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,TORRE DEL RIO                 
36.7205313,-4.2910292,Playa del Rincón,,,
36.7322082,-4.4275655,Martiricos - La Roca,PALMA-PALMILLA,Martiricos - La Roca,MARTIRICOS                    
36.4875264,-5.0178046,Benamara - Atalaya,,Benatalaya,
36.4869589,-4.7218624,Sitio de Calahonda,,Sitio de Calahonda,
36.7505156,-4.0733145,,,,
36.4682886,-5.0774528,Selwo,,La Concha-Resina Golf,
36.4159016,-5.1776564,Costa Natura,,Guadalobón,
36.5119274,-4.9587668,Nueva Andalucía,,Aloha,
36.498629,-4.7962462,Las Chapas-El Rosario,,Costabella,
36.5252244,-4.834201,Rio Real-Los Monteros,,Alto de los Monteros,
36.5241936,-4.907931,Nagüeles-Milla de Oro,,Sierra Blanca,
36.4875264,-5.0178046,Benamara - Atalaya,,Benatalaya,
36.4836862,-5.0403254,El Paraíso,,,
36.4249093,-5.1546954,Estepona Pueblo,,Huerta Nueva,
36.7357147,-4.1047849,Poniente-Faro,,,
36.7466964,-4.0543441,,,,
36.5176575,-4.9777926,Nueva Andalucía,,Los Naranjos,
36.5196944,-5.0076444,Los Arqueros-Puerto del Almendro,,,
36.7322082,-4.4275655,Martiricos - La Roca,PALMA-PALMILLA,Martiricos - La Roca,MARTIRICOS                    
36.4529906,-5.0721594,Selwo,,Guadalmansa,
36.5155272,-5.0103542,Los Arqueros-Puerto del Almendro,,,
36.3878676,-5.210508,Bahía de Casares,,,
36.5530535,-4.6508211,Campo de Mijas,,Campo de Mijas,
36.6219817,-4.4999287,Centro,,Manantiales - Estación de Autobuses,
36.5144452,-4.9844745,Nueva Andalucía,,Los Naranjos,
36.4145678,-5.1776824,Costa Natura,,Guadalobón,
36.3878676,-5.210508,Bahía de Casares,,,
36.4772402,-5.0036878,San Pedro de Alcántara,,Guadalmina Alta,
36.5530535,-4.6508211,Campo de Mijas,,Campo de Mijas,
36.6051603,-4.5431073,Santangelo,,,
36.4672791,-5.0731028,Selwo,,La Concha-Resina Golf,
36.50784,-4.91428,Nagüeles-Milla de Oro,,La Carolina-Guadalpín,
36.5810832,-4.6007378,El Higuerón,,,
36.5690429,-4.6132162,Los Pacos,,,
36.4145678,-5.1776824,Costa Natura,,Guadalobón,
36.7422998,-4.0915692,Paseo Marítimo de Levante,,,
36.5098353,-4.951506,Nueva Andalucía,,La Dama de Noche-La Alzambra,
36.7241158,-4.4302506,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.5065276,-4.9432216,Nagüeles-Milla de Oro,,Las Lomas de Río Verde,
36.5144452,-4.9844745,Nueva Andalucía,,Los Naranjos,
36.5530751,-4.6501413,Campo de Mijas,,Campo de Mijas,
36.6076269,-4.5256214,El Pinillo,,,
36.5078869,-4.6489884,Calaburra - Chaparral,,Calaburra - Chaparral,
36.5823542,-4.5539359,Torrequebrada,,Zona Centro Comercial Torrequebrada,
36.4271092,-5.1403766,Estepona Pueblo,,Centro,
36.5307151,-4.7533659,La Mairena,,,
36.7549272,-4.0731172,,,,
36.5937855,-4.6442848,Mijas Pueblo,,Mijas Pueblo,
36.5120563,-4.9824624,Nueva Andalucía,,Los Naranjos,
36.4248645,-5.1448572,Estepona Pueblo,,Centro,
36.5033164,-5.0032334,La Quinta,,,
36.7076645,-4.4307882,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,EL BULTO
36.5741,-4.61111,Torreblanca del Sol,,,
36.4715749,-5.0453927,Benamara - Atalaya,,Bel-Air,
36.720573,-4.4316195,Centro,CENTRO,Perchel norte,MARMOLES                      
36.7202956,-4.4087852,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.5101066,-4.907791,Nagüeles-Milla de Oro,,La Carolina-Guadalpín,
36.5015012,-5.0209278,Los Arqueros-Puerto del Almendro,,,
36.5306368,-4.6345528,Zona Sohail,,,
36.4678826,-5.0604664,Benamara - Atalaya,,Cancelada,
36.4999193,-4.7841591,Elviria-Cabopino,,Elviria,
36.4636883,-5.0423681,Benamara - Atalaya,,Bel-Air,
36.5092072,-4.848662,Rio Real-Los Monteros,,Rio Real,
36.5012731,-4.9734822,Nueva Andalucía,,Las Brisas,
36.3362982,-5.2466135,Chullera,,,
36.4683909,-5.0614335,Benamara - Atalaya,,Cancelada,
36.7311928,-4.4267533,Martiricos - La Roca,PALMA-PALMILLA,Martiricos - La Roca,MARTIRICOS                    
36.5980441,-4.5555827,Montealto,,,
36.6851392,-4.4462154,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,TORRE DEL RIO                 
36.4882751,-5.0001859,San Pedro de Alcántara,,San Pedro Pueblo,
36.4591472,-5.0836764,Selwo,,La Concha-Resina Golf,
36.5567981,-4.6738485,Mijas Golf,,Mijas Golf,
36.5767621,-4.5763338000000005,Torremuelle,,,
36.470271,-5.0738189,Selwo,,La Concha-Resina Golf,
36.4591472,-5.0836764,Selwo,,La Concha-Resina Golf,
36.4681929,-5.0591356,Benamara - Atalaya,,Cancelada,
36.3362982,-5.2466135,Chullera,,,
36.7079489,-4.4308591,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,PARQUE AYALA                  
36.5107933,-4.917269,Nagüeles-Milla de Oro,,La Carolina-Guadalpín,
36.5137098,-4.9852993,Nueva Andalucía,,Los Naranjos,
36.6851392,-4.4462154,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,TORRE DEL RIO                 
36.4999193,-4.7841591,Elviria-Cabopino,,Elviria,
36.3449686,-5.2401986,Alcorrín,,,
36.6380816,-4.4931165,Playamar,,La Colina,
36.4785532,-4.9874465,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.7297158,-4.4205252,Centro,CENTRO,El Molinillo - Capuchinos,CAPUCHINOS                    
36.7253133,-4.2458419,Añoreta Golf - Paraíso del Sol,,,
36.5601624,-4.6066861,Las Gaviotas,,,
36.478904,-4.9887293,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.5086856,-4.897463,Marbella Pueblo,,Playa de la Fontanilla,
36.6982802,-4.4467691,Carretera de Cádiz,CARRETERA DE CADIZ,Girón - Las Delicias - Pacífico,HAZA ONDA                     
36.725494,-4.3729956,Este,ESTE,Pedregalejo - Morlaco,VALLE DE LOS GALANES          
36.5189033,-4.912212,Nagüeles-Milla de Oro,,Sierra Blanca,
36.5211561,-4.9182374,Nagüeles-Milla de Oro,,Sierra Blanca,
36.7200189,-4.4536346,Cruz de Humilladero,CRUZ DE HUMILLADERO,Camino de Antequera,CAMINO DE ANTEQUERA           
36.503618,-4.8203802,Rio Real-Los Monteros,,Los Monteros,
36.4759255,-4.9899751,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.7211332,-4.3726029,Este,ESTE,Pedregalejo - Morlaco,PEDREGALEJO PLAYA             
36.5082951,-4.8972121,Marbella Pueblo,,Playa de la Fontanilla,
36.5007386,-4.933959,Nagüeles-Milla de Oro,,Las Lomas de Río Verde,
36.5008083,-4.8171146,Las Chapas-El Rosario,,Las Chapas-Alicate Playa,
36.6854173,-4.4463003,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,TORRE DEL RIO                 
36.721968,-4.4713876,Teatinos,TEATINOS-UNIVERSIDAD,El Consul - El Romeral,FINCA LA PALMA                
36.4743881,-4.9937079,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.5799367,-4.5980797,El Higuerón,,,
36.720157,-4.4290667,Centro,CENTRO,Perchel norte,PERCHEL NORTE                 
36.3890382,-5.2203282,Casares Golf - Casares del Sol,,,
36.7228699,-4.4514634,Cruz de Humilladero,BAILEN-MIRAFLORES,Camino de Antequera,LA FLORIDA                    
36.5134098,-4.7685854,Elviria-Cabopino,,Santa María,
36.4800625,-4.9879794,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.7132947,-4.4273872,Centro,CENTRO,Perchel sur - El Bulto,PLAZA DE TOROS VIEJA          
36.7092387,-4.4330892,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,PARQUE AYALA                  
36.7201239,-4.4283801,Centro,CENTRO,Perchel norte,PERCHEL NORTE                 
36.6457929,-4.4821462,Playamar,,Los Álamos,
36.7012643,-4.444903,Carretera de Cádiz,CARRETERA DE CADIZ,El Torcal,SAN CARLOS CONDOTE            
36.4256271,-5.1438194,Estepona Pueblo,,Centro,
36.5564701,-4.6185676,Los Boliches,,,
36.800235,-3.9215681,,,,
36.713619,-4.4266951,Centro,CENTRO,Perchel sur - El Bulto,PLAZA DE TOROS VIEJA          
36.4641283,-5.0595171,Benamara - Atalaya,,Cancelada,
36.4678357,-5.0251312,Benamara - Atalaya,,Paraiso-Barronal,
36.7205268,-4.464592,Teatinos,TEATINOS-UNIVERSIDAD,El Tejar - Hacienda Bizcochero,LAS MORILLAS
36.4801634,-5.0075095,San Pedro de Alcántara,,Guadalmina Alta,
36.5460485,-4.949402,,,,
36.7214523,-4.4216011,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7254751,-4.4279799,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.4824727,-5.0196777,Benamara - Atalaya,,Nueva Atalaya,
36.4798674,-4.9867875,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.4895926,-5.0300312,La Alquería,,,
36.5224681,-4.9250736,Nagüeles-Milla de Oro,,Nagüeles,
36.7207168,-4.4314531,Centro,CENTRO,Perchel norte,MARMOLES                      
36.5136452,-4.9298304,Nagüeles-Milla de Oro,,Nagüeles,
36.4851444,-5.0720627,Los Flamingos,,,
36.5460485,-4.949402,,,,
36.6457929,-4.4821462,Playamar,,Los Álamos,
36.7158897,-4.3091642,La Cala del Moral,,,
36.424649,-5.1628401,Estepona Pueblo,,Huerta Nueva,
36.7444468,-4.0368549,,,,
36.7214523,-4.4216011,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.800235,-3.9215681,,,,
36.7214523,-4.4216011,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7218011,-4.3836163,Este,ESTE,Pedregalejo - Morlaco,BAÑOS DEL CARMEN              
36.4256271,-5.1438194,Estepona Pueblo,,Centro,
36.7205338,-4.4370343,Bailén - Miraflores,CRUZ DE HUMILLADERO,Los Castillejos - La Trinidad,HAZA CUEVAS                   
36.4678357,-5.0251312,Benamara - Atalaya,,Paraiso-Barronal,
36.7303553,-4.4268255,Martiricos - La Roca,PALMA-PALMILLA,Martiricos - La Roca,MARTIRICOS                    
36.7214523,-4.4216011,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.4801634,-5.0075095,San Pedro de Alcántara,,Guadalmina Alta,
36.493548,-4.9475533,Nueva Andalucía,,Puerto Banús,
36.7226624,-4.4255917,Centro,CENTRO,La Goleta - San Felipe Neri,LA GOLETA                     
36.4997095,-4.9829073,Nueva Andalucía,,Rodeo Alto-Guadaiza-La Campana,
36.4898705,-5.0183863,Benamara - Atalaya,,Benatalaya,
36.4683909,-5.0614335,Benamara - Atalaya,,Cancelada,
36.4839087,-4.9701657,Nueva Andalucía,,Puerto Banús,
36.4979159,-4.9772441,Nueva Andalucía,,Rodeo Alto-Guadaiza-La Campana,
36.4637303,-5.0418001,Benamara - Atalaya,,Bel-Air,
36.4824899,-5.0404608,El Paraíso,,,
36.5220125,-4.918237,Nagüeles-Milla de Oro,,Sierra Blanca,
36.5104102,-4.9699474,Nueva Andalucía,,Las Brisas,
36.5098308,-4.9779596,Nueva Andalucía,,Las Brisas,
36.5132991,-4.6613719,Calaburra - Chaparral,,Calaburra - Chaparral,
36.4923752,-4.9516096,Nueva Andalucía,,Puerto Banús,
36.5440148,-4.8619779,Palo Alto,,,
36.6987163,-4.5682401,El Romeral-Peñón de Zapata,,,
36.7322123,-4.4627763,Puerto de la Torre,PUERTO DE LA TORRE,El Atabal,HACIENDA CABELLO              
36.5144274,-4.9767454,Nueva Andalucía,,Los Naranjos,
36.5245572,-4.9200932,Nagüeles-Milla de Oro,,Sierra Blanca,
36.4840123,-4.969655,Nueva Andalucía,,Puerto Banús,
36.5290076,-4.6267445,Zona Sohail,,,
36.47675,-5.0531499,Los Flamingos,,,
36.4683924,-5.05879,Benamara - Atalaya,,Cancelada,
36.4591472,-5.0836764,Selwo,,La Concha-Resina Golf,
36.5015012,-5.0209278,Los Arqueros-Puerto del Almendro,,,
36.5009474,-4.9520379,Nueva Andalucía,,La Dama de Noche-La Alzambra,
36.4824899,-5.0404608,El Paraíso,,,
36.518467,-4.9970593,La Quinta,,,
36.4821528,-4.9700594,Nueva Andalucía,,Puerto Banús,
36.4639279,-5.0707387,Selwo,,La Concha-Resina Golf,
36.518467,-4.9970593,La Quinta,,,
36.4900181,-5.0173212,Benamara - Atalaya,,Benatalaya,
36.4722065,-5.0174408,Benamara - Atalaya,,Nueva Atalaya,
36.5009474,-4.9520379,Nueva Andalucía,,La Dama de Noche-La Alzambra,
36.4775207,-5.0494376,Los Flamingos,,,
36.7198838,-4.4106728,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.5333131,-4.989459,El Madroñal,,,
36.53943,-4.640089,Las Lagunas,,Los Rios - CARE,
36.5104102,-4.9699474,Nueva Andalucía,,Las Brisas,
36.5245572,-4.9200932,Nagüeles-Milla de Oro,,Sierra Blanca,
36.5045106,-4.9509157,Nueva Andalucía,,La Dama de Noche-La Alzambra,
36.4690918,-5.0742846,Selwo,,La Concha-Resina Golf,
36.5081958,-4.9263462,Nagüeles-Milla de Oro,,Lomas de Marbella Club,
36.4334095,-5.1125403,Punta Plata,,Kempinski,
36.4673254,-5.060238,Benamara - Atalaya,,Cancelada,
36.480567,-4.9755102,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.5440148,-4.8619779,Palo Alto,,,
36.5368318,-5.0013276,El Madroñal,,,
36.5038268,-4.9254991,Nagüeles-Milla de Oro,,Puente Romano,
36.481807,-4.989919,San Pedro de Alcántara,,San Pedro Pueblo,
36.5082021,-4.911449,Nagüeles-Milla de Oro,,La Carolina-Guadalpín,
36.5157497,-5.0088361,Los Arqueros-Puerto del Almendro,,,
36.5312872,-5.0236604,La Zagaleta,,,
36.5072877,-4.9362402,Nagüeles-Milla de Oro,,Lomas de Marbella Club,
36.4969148,-4.9636715,Nueva Andalucía,,Nueva Andalucía,
36.4840123,-4.969655,Nueva Andalucía,,Puerto Banús,
36.53846,-4.86204,Palo Alto,,,
36.6007605,-4.5697455,Benalmádena Pueblo,,Rancho Domingo - La Hacienda,
36.4832798,-4.9663287,Nueva Andalucía,,Puerto Banús,
36.4807777,-4.987895,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.518467,-4.9970593,La Quinta,,,
36.5203089,-5.0025069,La Quinta,,,
36.5048478,-4.943011,Nagüeles-Milla de Oro,,Las Lomas de Río Verde,
36.4989432,-4.9819649,Nueva Andalucía,,Rodeo Alto-Guadaiza-La Campana,
36.5411174,-4.8619361,Palo Alto,,,
36.5144274,-4.9767454,Nueva Andalucía,,Los Naranjos,
36.5141633,-4.8517362,Rio Real-Los Monteros,,Rio Real,
36.4598825,-5.082252,Selwo,,La Concha-Resina Golf,
36.5013711,-4.9376706,Nagüeles-Milla de Oro,,Las Lomas de Río Verde,
36.5245572,-4.9200932,Nagüeles-Milla de Oro,,Sierra Blanca,
36.467696,-5.0722032,Selwo,,La Concha-Resina Golf,
36.5245572,-4.9200932,Nagüeles-Milla de Oro,,Sierra Blanca,
36.4748143,-4.9845962,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.4680686,-5.0789739,Selwo,,La Concha-Resina Golf,
36.6058477,-4.5186674,La Leala - El Saltillo,,,
36.4969423,-4.9636522,Nueva Andalucía,,Nueva Andalucía,
36.5327089,-4.6260338,Zona Sohail,,,
36.7148628,-4.4257331,Centro,CENTRO,Ensanche Centro - Soho,ENSANCHE CENTRO               
36.5245572,-4.9200932,Nagüeles-Milla de Oro,,Sierra Blanca,
36.5352471,-4.6242936,Zona Puerto Deportivo,,,
36.5082021,-4.911449,Nagüeles-Milla de Oro,,La Carolina-Guadalpín,
36.5440148,-4.8619779,Palo Alto,,,
36.4969148,-4.9636715,Nueva Andalucía,,Nueva Andalucía,
36.4775207,-5.0494376,Los Flamingos,,,
36.4710134,-5.024974,Benamara - Atalaya,,Paraiso-Barronal,
36.5081958,-4.9263462,Nagüeles-Milla de Oro,,Lomas de Marbella Club,
36.5141633,-4.8517362,Rio Real-Los Monteros,,Rio Real,
36.4591472,-5.0836764,Selwo,,La Concha-Resina Golf,
36.5009474,-4.9520379,Nueva Andalucía,,La Dama de Noche-La Alzambra,
36.4680686,-5.0789739,Selwo,,La Concha-Resina Golf,
36.4496132,-5.0857456,Selwo,,El Velerín,
36.4779124,-4.9861107,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.4673254,-5.060238,Benamara - Atalaya,,Cancelada,
36.5950938,-4.5722932,Benalmádena Pueblo,,Centro,
36.5072877,-4.9362402,Nagüeles-Milla de Oro,,Lomas de Marbella Club,
36.5144615,-4.9842557,Nueva Andalucía,,Los Naranjos,
36.4979159,-4.9772441,Nueva Andalucía,,Rodeo Alto-Guadaiza-La Campana,
36.5086714,-4.9238878,Nagüeles-Milla de Oro,,Lomas de Marbella Club,
36.4690918,-5.0742846,Selwo,,La Concha-Resina Golf,
36.4989432,-4.9819649,Nueva Andalucía,,Rodeo Alto-Guadaiza-La Campana,
36.4722065,-5.0174408,Benamara - Atalaya,,Nueva Atalaya,
36.5440148,-4.8619779,Palo Alto,,,
36.480567,-4.9755102,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.4832798,-4.9663287,Nueva Andalucía,,Puerto Banús,
36.53846,-4.86204,Palo Alto,,,
36.4839087,-4.9701657,Nueva Andalucía,,Puerto Banús,
36.481807,-4.989919,San Pedro de Alcántara,,San Pedro Pueblo,
36.5144274,-4.9767454,Nueva Andalucía,,Los Naranjos,
36.5061645,-5.0171546,Los Arqueros-Puerto del Almendro,,,
36.467696,-5.0722032,Selwo,,La Concha-Resina Golf,
36.52597,-4.9196099,Nagüeles-Milla de Oro,,Sierra Blanca,
36.5015012,-5.0209278,Los Arqueros-Puerto del Almendro,,,
36.5220125,-4.918237,Nagüeles-Milla de Oro,,Sierra Blanca,
36.724381,-4.4129554,Centro,CENTRO,La Victoria,MONTE DE GIBRALFARO           
36.4748143,-4.9845962,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.5368318,-5.0013276,El Madroñal,,,
36.4652603,-5.045908,Benamara - Atalaya,,Bel-Air,
36.4905794,-4.9511156,Nueva Andalucía,,Puerto Banús,
36.473611,-5.0245132,Benamara - Atalaya,,Paraiso-Barronal,
36.5022481,-4.830912,Rio Real-Los Monteros,,Bahía de Marbella,
36.5248149,-4.9062484,Nagüeles-Milla de Oro,,Sierra Blanca,
36.4818679,-4.9863669,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.4659804,-5.0099536,Benamara - Atalaya,,Casasola,
36.5149313,-4.9217304,Nagüeles-Milla de Oro,,Nagüeles,
36.4672934,-5.0259562,Benamara - Atalaya,,Paraiso-Barronal,
36.5004639,-4.7862111,Elviria-Cabopino,,Elviria,
36.7319737,-4.4282315,Martiricos - La Roca,PALMA-PALMILLA,Martiricos - La Roca,MARTIRICOS                    
36.5032541,-4.924283,Nagüeles-Milla de Oro,,Puente Romano,
36.4730048,-5.0230508,Benamara - Atalaya,,Paraiso-Barronal,
36.5203028,-4.9746121,Nueva Andalucía,,Los Naranjos,
36.6534272,-4.584155,Pinos de Alhaurín,,,
36.5998823,-4.5566944,Montealto,,,
36.522806,-4.9262605,Nagüeles-Milla de Oro,,Nagüeles,
36.488018,-4.9542207,Nueva Andalucía,,Puerto Banús,
36.4942346,-4.7825895,Elviria-Cabopino,,Real de Zaragoza,
36.721185,-4.4510342,Cruz de Humilladero,CRUZ DE HUMILLADERO,Camino de Antequera,CAMINO DE ANTEQUERA           
36.464805,-5.0589605,Benamara - Atalaya,,Cancelada,
36.5331444,-4.6256738,Zona Puerto Deportivo,,,
36.4870273,-4.9980634,San Pedro de Alcántara,,San Pedro Pueblo,
36.5203089,-5.0025069,La Quinta,,,
36.4604005,-5.0401559,Benamara - Atalaya,,Villacana - Costalita - Saladillo,
36.5024237,-4.9220091,Nagüeles-Milla de Oro,,Puente Romano,
36.6837389,-4.4606378,Carretera de Cádiz,CARRETERA DE CADIZ,Finca el Pato - Torre del Río,PALACIO DEPORTES              
36.4889298,-4.7592861,Elviria-Cabopino,,Marbesa,
36.5004639,-4.7862111,Elviria-Cabopino,,Elviria,
36.4997972,-4.9361372,Nagüeles-Milla de Oro,,Las Lomas de Río Verde,
36.4897623,-4.761361,Elviria-Cabopino,,Marbesa,
36.4710178,-5.0334175,Benamara - Atalaya,,Paraiso-Barronal,
36.5035607,-4.8327928,Rio Real-Los Monteros,,Bahía de Marbella,
36.5171672,-4.9893536,La Quinta,,,
36.4652603,-5.045908,Benamara - Atalaya,,Bel-Air,
36.5139198,-4.8410435,Rio Real-Los Monteros,,Rio Real,
36.4698121,-5.0752838,Selwo,,La Concha-Resina Golf,
36.5022481,-4.830912,Rio Real-Los Monteros,,Bahía de Marbella,
36.4905794,-4.9511156,Nueva Andalucía,,Puerto Banús,
36.4807124,-4.9873666,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.464805,-5.0589605,Benamara - Atalaya,,Cancelada,
36.5248149,-4.9062484,Nagüeles-Milla de Oro,,Sierra Blanca,
36.4931629,-4.9673023,Nueva Andalucía,,Nueva Andalucía,
36.42077,-5.16407,Seghers,,,
36.473611,-5.0245132,Benamara - Atalaya,,Paraiso-Barronal,
36.732631,-4.4268994,Martiricos - La Roca,PALMA-PALMILLA,Martiricos - La Roca,MARTIRICOS                    
36.5140513,-4.9836583,Nueva Andalucía,,Los Naranjos,
36.7217918,-4.418873,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.5009474,-4.9520379,Nueva Andalucía,,La Dama de Noche-La Alzambra,
36.4699775,-5.0251703,Benamara - Atalaya,,Paraiso-Barronal,
36.523565,-4.9154336,Nagüeles-Milla de Oro,,Sierra Blanca,
36.5149313,-4.9217304,Nagüeles-Milla de Oro,,Nagüeles,
36.6583675,-4.5317994,Manantiales - Lagar - Cortijo,,,
36.5187637,-4.9231156,Nagüeles-Milla de Oro,,Nagüeles,
36.500717,-4.9418634,Nagüeles-Milla de Oro,,Las Lomas de Río Verde,
36.728679,-4.4197057,Centro,CENTRO,El Ejido,EL EJIDO                      
